Fondsposition per,"17.Sept.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"QIIK","QATAR INTERNATIONAL ISLAMIC BANK","Finanzwesen","Aktien","8.496.467,62","0,02","8.496.467,62","2.910.220,00","2,92","Qatar","Qatar Exchange","QAR"
"1766","CRRC CORP LTD H","Industrie","Aktien","8.497.090,74","0,02","8.497.090,74","13.136.000,00","0,65","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"OPTIMA","OPTIMA BANK S.A.","Finanzwesen","Aktien","8.483.340,45","0,02","8.483.340,45","555.324,00","15,28","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"MPHASIS","MPHASIS LTD","IT","Aktien","8.449.044,01","0,02","8.449.044,01","349.388,00","24,18","Indien","National Stock Exchange Of India","INR"
"4190","JARIR MARKETING","Zyklische Konsumgüter ","Aktien","8.449.586,69","0,02","8.449.586,69","1.930.710,00","4,38","Saudi-Arabien","Saudi Stock Exchange","SAR"
"2618","JD LOGISTICS INC","Industrie","Aktien","8.387.710,39","0,02","8.387.710,39","6.327.600,00","1,33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"087010","PEPTRON INC","Gesundheitsversorgung","Aktien","8.382.766,26","0,02","8.382.766,26","78.310,00","107,05","Korea","Korea Exchange (Kosdaq)","KRW"
"6442","EZCONN CORP","IT","Aktien","8.382.968,71","0,02","8.382.968,71","177.000,00","47,36","Taiwan","Taiwan Stock Exchange","TWD"
"268","KINGDEE INT L SOFTWARE GROUP LTD","IT","Aktien","8.365.401,21","0,02","8.365.401,21","9.034.000,00","0,93","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SWB","SUNWAY BHD","Industrie","Aktien","8.341.024,40","0,02","8.341.024,40","7.580.900,00","1,10","Malaysia","Bursa Malaysia","MYR"
"TORNTPOWER","TORRENT POWER LTD","Versorger","Aktien","8.326.352,18","0,02","8.326.352,18","625.830,00","13,30","Indien","National Stock Exchange Of India","INR"
"688012","ADVANCED MICRO-FABRICATION EQUIPME","IT","Aktien","8.319.724,60","0,02","8.319.724,60","158.824,00","52,38","China","Shanghai Stock Exchange","CNY"
"OPL","ORANGE POLSKA SA","Kommunikation","Aktien","8.313.324,57","0,02","8.313.324,57","2.282.659,00","3,64","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"CENCOSUD","CENCOSUD","Nichtzyklische Konsumgüter","Aktien","8.295.252,01","0,02","8.295.252,01","3.801.329,00","2,18","Chile","Santiago Stock Exchange","CLP"
"3491","UNIVERSAL MICROWAVE TECHNOLOGY INC","IT","Aktien","8.290.755,12","0,02","8.290.755,12","178.000,00","46,58","Taiwan","Gretai Securities Market","TWD"
"1504","TECO ELECTRIC & MACHINERY","Industrie","Aktien","8.274.724,38","0,02","8.274.724,38","3.721.000,00","2,22","Taiwan","Taiwan Stock Exchange","TWD"
"COROMANDEL","COROMANDEL INTERNATIONAL LTD","Materialien","Aktien","8.272.608,81","0,02","8.272.608,81","411.262,00","20,12","Indien","National Stock Exchange Of India","INR"
"6919","CALIWAY BIOPHARMACEUTICALS","Gesundheitsversorgung","Aktien","8.265.948,40","0,02","8.265.948,40","3.179.000,00","2,60","Taiwan","Taiwan Stock Exchange","TWD"
"HAVELLS","HAVELLS INDIA LTD","Industrie","Aktien","8.258.223,32","0,02","8.258.223,32","725.525,00","11,38","Indien","National Stock Exchange Of India","INR"
"168","TSINGTAO BREWERY COMPANY-500 LTD H","Nichtzyklische Konsumgüter","Aktien","8.237.889,79","0,02","8.237.889,79","1.628.000,00","5,06","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"532483","CANARA BANK LTD","Finanzwesen","Aktien","8.225.284,97","0,02","8.225.284,97","6.368.953,00","1,29","Indien","Bse Ltd","INR"
"047040","DAEWOO ENGINEERING & CONSTRUCTION","Industrie","Aktien","8.218.946,52","0,02","8.218.946,52","614.154,00","13,38","Korea","Korea Exchange (Stock Market)","KRW"
"DABUR","DABUR INDIA","Nichtzyklische Konsumgüter","Aktien","8.211.037,86","0,02","8.211.037,86","2.048.489,00","4,01","Indien","National Stock Exchange Of India","INR"
"ISCTR.E","TURKIYE IS BANKASI C","Finanzwesen","Aktien","8.194.072,72","0,02","8.194.072,72","29.831.297,00","0,27","Türkei","Istanbul Stock Exchange","TRY"
"360ONE","360 ONE WAM LTD","Finanzwesen","Aktien","8.185.331,91","0,02","8.185.331,91","739.923,00","11,06","Indien","National Stock Exchange Of India","INR"
"603993","CHINA MOLYBDENUM A","Materialien","Aktien","8.173.503,48","0,02","8.173.503,48","3.158.694,00","2,59","China","Shanghai Stock Exchange","CNY"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","IT","Aktien","8.176.914,20","0,02","8.176.914,20","2.704.604,00","3,02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"OIL","OIL INDIA LTD","Energie","Aktien","8.166.549,33","0,02","8.166.549,33","1.641.136,00","4,98","Indien","National Stock Exchange Of India","INR"
"601088","CHINA SHENHUA ENERGY LTD A","Energie","Aktien","8.166.650,37","0,02","8.166.650,37","1.178.085,00","6,93","China","Shanghai Stock Exchange","CNY"
"ASAI3","SENDAS DISTRIBUIDORA","Nichtzyklische Konsumgüter","Aktien","8.167.483,27","0,02","8.167.483,27","4.125.379,00","1,98","Brasilien","XBSP","BRL"
"5434","TOPCO SCIENTIFIC LTD","IT","Aktien","8.141.428,37","0,02","8.141.428,37","489.753,00","16,62","Taiwan","Taiwan Stock Exchange","TWD"
"MABANEE","MABANEE COMPANY","Immobilien","Aktien","8.143.631,65","0,02","8.143.631,65","2.643.680,00","3,08","Kuwait","Kuwait Stock Exchange","KWD"
"3330","LINGBAO GOLD GROUP LTD H","Materialien","Aktien","8.144.808,91","0,02","8.144.808,91","2.667.000,00","3,05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2228","XTALPI HOLDINGS LTD","Gesundheitsversorgung","Aktien","8.125.670,91","0,02","8.125.670,91","9.246.000,00","0,88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KLK","KUALA LUMPUR KEPONG","Nichtzyklische Konsumgüter","Aktien","8.108.211,76","0,02","8.108.211,76","1.470.600,00","5,51","Malaysia","Bursa Malaysia","MYR"
"058470","LEENO INDUSTRIAL INC","IT","Aktien","8.095.162,74","0,02","8.095.162,74","168.444,00","48,06","Korea","Korea Exchange (Kosdaq)","KRW"
"EXX","EXXARO RESOURCES","Energie","Aktien","8.096.368,46","0,02","8.096.368,46","696.866,00","11,62","Südafrika","Johannesburg Stock Exchange","ZAR"
"002916","SHENNAN CIRCUITS LTD A","IT","Aktien","8.075.419,67","0,02","8.075.419,67","141.122,00","57,22","China","Shenzhen Stock Exchange","CNY"
"KRW","KRW CASH","Cash und/oder Derivate","Geldmarkt","8.068.017,35","0,02","8.068.017,35","11.147.176.165,00","0,07","Korea","-","KRW"
"9688","ZAI LAB LTD","Gesundheitsversorgung","Aktien","8.068.471,57","0,02","8.068.471,57","3.213.320,00","2,51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"M&MFIN","MAHINDRA AND MAHINDRA FINANCIAL SE","Finanzwesen","Aktien","8.040.530,68","0,02","8.040.530,68","2.231.381,00","3,60","Indien","National Stock Exchange Of India","INR"
"YKBNK.E","YAPI VE KREDI BANKASI A","Finanzwesen","Aktien","8.035.631,89","0,02","8.035.631,89","11.073.963,00","0,73","Türkei","Istanbul Stock Exchange","TRY"
"COLPAL","COLGATE PALMOLIVE INDIA LTD","Nichtzyklische Konsumgüter","Aktien","8.037.989,21","0,02","8.037.989,21","419.032,00","19,18","Indien","National Stock Exchange Of India","INR"
"1030","SAUDI INVESTMENT BANK","Finanzwesen","Aktien","8.025.018,67","0,02","8.025.018,67","2.049.353,00","3,92","Saudi-Arabien","Saudi Stock Exchange","SAR"
"BIOCON","BIOCON","Gesundheitsversorgung","Aktien","8.016.264,13","0,02","8.016.264,13","2.023.843,00","3,96","Indien","National Stock Exchange Of India","INR"
"LTOD","LARSEN AND TOUBRO SPONSORED GDR RE","Industrie","Aktien","8.013.835,00","0,02","8.013.835,00","201.100,00","39,85","Indien","London Stock Exchange","USD"
"TCELL.E","TURKCELL ILETISIM HIZMETLERI A","Kommunikation","Aktien","7.981.105,73","0,02","7.981.105,73","3.918.087,00","2,04","Türkei","Istanbul Stock Exchange","TRY"
"XTB","XTB","Finanzwesen","Aktien","7.965.779,88","0,02","7.965.779,88","205.220,00","38,82","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"352820","HYBE","Kommunikation","Aktien","7.954.529,15","0,02","7.954.529,15","66.367,00","119,86","Korea","Korea Exchange (Stock Market)","KRW"
"1402","FAR EASTERN NEW CENTURY CORP","Industrie","Aktien","7.950.137,58","0,02","7.950.137,58","9.020.294,00","0,88","Taiwan","Taiwan Stock Exchange","TWD"
"GMRAIRPORT","GMR AIRPORTS LTD","Industrie","Aktien","7.938.456,05","0,02","7.938.456,05","8.013.422,00","0,99","Indien","National Stock Exchange Of India","INR"
"600030","CITIC SECURITIES A","Finanzwesen","Aktien","7.907.061,90","0,02","7.907.061,90","2.026.638,00","3,90","China","Shanghai Stock Exchange","CNY"
"600000","SHANGHAI PUDONG DEVELOPMENT BANK A","Finanzwesen","Aktien","7.904.389,90","0,02","7.904.389,90","5.849.772,00","1,35","China","Shanghai Stock Exchange","CNY"
"SALIK","SALIK COMPANY P.J.S.C","Industrie","Aktien","7.886.263,94","0,02","7.886.263,94","5.444.561,00","1,45","Ver. Arabische Emirate","Dubai Financial Market","AED"
"IFS","INTERCORP FINANCIAL SERVICES INC","Finanzwesen","Aktien","7.881.068,10","0,02","7.881.068,10","143.162,00","55,05","Peru","New York Stock Exchange Inc.","USD"
"688498","YUANJIE SEMICONDUCTOR TECHNOLOGY L","IT","Aktien","7.867.143,26","0,02","7.867.143,26","29.557,00","266,17","China","Shanghai Stock Exchange","CNY"
"241560","DOOSAN BOBCAT INC","Industrie","Aktien","7.859.898,67","0,02","7.859.898,67","179.498,00","43,79","Korea","Korea Exchange (Stock Market)","KRW"
"LTF","L&T FINANCE LTD","Finanzwesen","Aktien","7.861.860,76","0,02","7.861.860,76","2.495.029,00","3,15","Indien","National Stock Exchange Of India","INR"
"062040","SANIL ELECTRIC LTD","Industrie","Aktien","7.847.241,34","0,02","7.847.241,34","53.941,00","145,48","Korea","Korea Exchange (Stock Market)","KRW"
"PETRONET","PETRONET LNG","Energie","Aktien","7.842.126,02","0,02","7.842.126,02","2.654.274,00","2,95","Indien","National Stock Exchange Of India","INR"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Zyklische Konsumgüter ","Aktien","7.837.134,21","0,02","7.837.134,21","1.759.800,00","4,45","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600276","JIANGSU HENGRUI MEDICINE LTD A","Gesundheitsversorgung","Aktien","7.826.770,54","0,02","7.826.770,54","1.213.937,00","6,45","China","Shanghai Stock Exchange","CNY"
"257","CHINA EVERBRIGHT ENVIRONMENT GROUP","Industrie","Aktien","7.829.266,19","0,02","7.829.266,19","12.421.776,00","0,63","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"JSWENERGY","JSW ENERGY LTD","Versorger","Aktien","7.804.739,88","0,02","7.804.739,88","1.462.436,00","5,34","Indien","National Stock Exchange Of India","INR"
"CSMG3","COMPANHIA DE SANEAMENTO DE MINAS G","Versorger","Aktien","7.783.967,04","0,02","7.783.967,04","715.932,00","10,87","Brasilien","XBSP","BRL"
"PIRAMALFIN","PIRAMAL FINANCE LTD","Finanzwesen","Aktien","7.759.227,00","0,02","7.759.227,00","330.287,00","23,49","Indien","National Stock Exchange Of India","INR"
"TOP.R","THAI OIL NON-VOTING DR","Energie","Aktien","7.747.816,60","0,02","7.747.816,60","4.039.760,00","1,92","Thailand","Stock Exchange Of Thailand","THB"
"SHREECEM","SHREE CEMENT LTD","Materialien","Aktien","7.748.003,02","0,02","7.748.003,02","33.849,00","228,90","Indien","National Stock Exchange Of India","INR"
"2385","CHICONY ELECTRONICS LTD","IT","Aktien","7.706.015,17","0,02","7.706.015,17","2.328.787,00","3,31","Taiwan","Taiwan Stock Exchange","TWD"
"DELHIVERY","DELHIVERY","Industrie","Aktien","7.691.909,99","0,02","7.691.909,99","1.732.463,00","4,44","Indien","National Stock Exchange Of India","INR"
"403870","HPSP LTD","IT","Aktien","7.682.964,50","0,02","7.682.964,50","199.909,00","38,43","Korea","Korea Exchange (Kosdaq)","KRW"
"WAAREEENER","WAAREE ENERGIES LTD","IT","Aktien","7.677.429,31","0,02","7.677.429,31","297.838,00","25,78","Indien","National Stock Exchange Of India","INR"
"GOAU4","METALURGICA GERDAU PREF SA","Materialien","Aktien","7.653.842,55","0,02","7.653.842,55","3.373.611,00","2,27","Brasilien","XBSP","BRL"
"6969","SMOORE INTERNATIONAL HOLDINGS","Nichtzyklische Konsumgüter","Aktien","7.633.876,10","0,02","7.633.876,10","6.124.000,00","1,25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"175330","JB FINANCIAL GROUP LTD","Finanzwesen","Aktien","7.623.013,43","0,02","7.623.013,43","333.830,00","22,84","Korea","Korea Exchange (Stock Market)","KRW"
"1513","CHUNG-HSIN ELECTRIC & MACHINERY MF","Industrie","Aktien","7.617.972,24","0,02","7.617.972,24","1.472.000,00","5,18","Taiwan","Taiwan Stock Exchange","TWD"
"AMBUJACEM","AMBUJA CEMENTS LTD","Materialien","Aktien","7.607.479,04","0,02","7.607.479,04","1.904.351,00","3,99","Indien","National Stock Exchange Of India","INR"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materialien","Aktien","7.601.513,18","0,02","7.601.513,18","10.238.012,00","0,74","Türkei","Istanbul Stock Exchange","TRY"
"NHPC","NHPC LTD","Versorger","Aktien","7.572.044,08","0,02","7.572.044,08","9.660.146,00","0,78","Indien","National Stock Exchange Of India","INR"
"4250","JABAL OMAR DEVELOPMENT","Zyklische Konsumgüter ","Aktien","7.559.294,40","0,02","7.559.294,40","1.664.507,00","4,54","Saudi-Arabien","Saudi Stock Exchange","SAR"
"RDF","REDEFINE PROPERTIES","Immobilien","Aktien","7.550.054,79","0,02","7.550.054,79","20.436.026,00","0,37","Südafrika","Johannesburg Stock Exchange","ZAR"
"601328","BANK OF COMMUNICATIONS LTD A","Finanzwesen","Aktien","7.551.725,06","0,02","7.551.725,06","6.679.989,00","1,13","China","Shanghai Stock Exchange","CNY"
"TITC","TITAN SA","Materialien","Aktien","7.540.316,23","0,02","7.540.316,23","132.408,00","56,95","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"UNOMINDA","UNO MINDA LTD","Zyklische Konsumgüter ","Aktien","7.543.303,14","0,02","7.543.303,14","600.569,00","12,56","Indien","National Stock Exchange Of India","INR"
"PNBHOUSING","PNB HOUSING FINANCE LTD","Finanzwesen","Aktien","7.510.206,77","0,02","7.510.206,77","652.932,00","11,50","Indien","National Stock Exchange Of India","INR"
"TTB.R","TMBTHANACHART BANK NON-VOTING DR P","Finanzwesen","Aktien","7.506.920,83","0,02","7.506.920,83","81.333.100,00","0,09","Thailand","Stock Exchange Of Thailand","THB"
"ASTOR.E","ASTOR ENERJI A.S.","Industrie","Aktien","7.487.393,12","0,02","7.487.393,12","1.426.407,00","5,25","Türkei","Istanbul Stock Exchange","TRY"
"036570","NC","Kommunikation","Aktien","7.479.017,84","0,02","7.479.017,84","50.530,00","148,01","Korea","Korea Exchange (Stock Market)","KRW"
"004020","HYUNDAI STEEL","Materialien","Aktien","7.472.531,32","0,02","7.472.531,32","302.769,00","24,68","Korea","Korea Exchange (Stock Market)","KRW"
"1776","GF SECURITIES H","Finanzwesen","Aktien","7.469.096,12","0,02","7.469.096,12","3.465.400,00","2,16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ANDINA.B","EMBOTELLADORA ANDINA SERIES B","Nichtzyklische Konsumgüter","Aktien","7.460.590,86","0,02","7.460.590,86","1.458.241,00","5,12","Chile","Santiago Stock Exchange","CLP"
"867","CHINA MEDICAL SYSTEM HOLDINGS","Gesundheitsversorgung","Aktien","7.449.153,35","0,02","7.449.153,35","5.289.000,00","1,41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1102","ASIA CEMENT CORP","Materialien","Aktien","7.444.084,37","0,02","7.444.084,37","6.723.400,00","1,11","Taiwan","Taiwan Stock Exchange","TWD"
"108490","ROBOTIS LTD","IT","Aktien","7.431.339,34","0,02","7.431.339,34","33.121,00","224,37","Korea","Korea Exchange (Kosdaq)","KRW"
"2333","GREAT WALL MOTOR COMPANY LTD H","Zyklische Konsumgüter ","Aktien","7.427.749,45","0,02","7.427.749,45","7.806.500,00","0,95","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BLUESTARCO","BLUE STAR LTD","Industrie","Aktien","7.422.267,57","0,02","7.422.267,57","458.515,00","16,19","Indien","National Stock Exchange Of India","INR"
"139130","DGB FINANCIAL GROUP","Finanzwesen","Aktien","7.402.497,01","0,02","7.402.497,01","559.500,00","13,23","Korea","Korea Exchange (Stock Market)","KRW"
"1258","CHINA NONFERROUS MINING CORPORATIO","Materialien","Aktien","7.378.450,48","0,02","7.378.450,48","3.742.000,00","1,97","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"005940","NH INVESTMENT & SECURITIES","Finanzwesen","Aktien","7.369.373,43","0,02","7.369.373,43","400.862,00","18,38","Korea","Korea Exchange (Stock Market)","KRW"
"JOYY","JOYY ADR","Kommunikation","Aktien","7.372.598,08","0,02","7.372.598,08","93.466,00","78,88","China","NASDAQ","USD"
"JUBLFOOD","JUBILANT FOODWORKS LTD","Zyklische Konsumgüter ","Aktien","7.364.554,92","0,02","7.364.554,92","1.471.339,00","5,01","Indien","National Stock Exchange Of India","INR"
"CDB","CELCOMDIGI","Kommunikation","Aktien","7.353.220,79","0,02","7.353.220,79","11.460.400,00","0,64","Malaysia","Bursa Malaysia","MYR"
"000858","WULIANGYE YIBIN LTD A","Nichtzyklische Konsumgüter","Aktien","7.347.255,99","0,02","7.347.255,99","712.619,00","10,31","China","Shenzhen Stock Exchange","CNY"
"TM","TELEKOM MALAYSIA","Kommunikation","Aktien","7.315.520,86","0,02","7.315.520,86","3.844.400,00","1,90","Malaysia","Bursa Malaysia","MYR"
"AUGO","AURA MINERALS INC","Materialien","Aktien","7.294.268,46","0,02","7.294.268,46","82.226,00","88,71","Brasilien","NASDAQ","USD"
"STNE","STONECO CLASS A","Finanzwesen","Aktien","7.285.297,50","0,02","7.285.297,50","747.210,00","9,75","Brasilien","NASDAQ","USD"
"2542","HIGHWEALTH CONSTRUCTION CORP","Immobilien","Aktien","7.282.988,81","0,02","7.282.988,81","4.956.241,00","1,47","Taiwan","Taiwan Stock Exchange","TWD"
"300408","CHAOZHOU THREE-CIRCLE (GROUP) LTD","IT","Aktien","7.257.431,96","0,02","7.257.431,96","380.135,00","19,09","China","Shenzhen Stock Exchange","CNY"
"UNTR","UNITED TRACTORS","Energie","Aktien","7.255.396,84","0,02","7.255.396,84","5.008.200,00","1,45","Indonesien","Indonesia Stock Exchange","IDR"
"128940","HANMI PHARM LTD","Gesundheitsversorgung","Aktien","7.241.273,12","0,02","7.241.273,12","19.427,00","372,74","Korea","Korea Exchange (Stock Market)","KRW"
"BRMS","BUMI RESOURCES MINERALS","Materialien","Aktien","7.242.455,50","0,02","7.242.455,50","174.804.300,00","0,04","Indonesien","Indonesia Stock Exchange","IDR"
"SUPREMEIND","SUPREME INDUSTRIES LTD","Industrie","Aktien","7.229.551,35","0,02","7.229.551,35","207.387,00","34,86","Indien","National Stock Exchange Of India","INR"
"BIRET","BROOKFIELD INDIA REAL ESTATE TRUST","Immobilien","Aktien","7.208.365,08","0,02","7.208.365,08","2.042.026,00","3,53","Indien","National Stock Exchange Of India","INR"
"MAXIS","MAXIS","Kommunikation","Aktien","7.208.657,72","0,02","7.208.657,72","8.394.400,00","0,86","Malaysia","Bursa Malaysia","MYR"
"VKE","VUKILE PROPERTY REIT","Immobilien","Aktien","7.184.055,13","0,02","7.184.055,13","4.941.506,00","1,45","Südafrika","Johannesburg Stock Exchange","ZAR"
"KRU","KRUK SA","Finanzwesen","Aktien","7.162.990,75","0,02","7.162.990,75","70.174,00","102,07","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"AED","AED CASH","Cash und/oder Derivate","Geldmarkt","7.101.210,35","0,02","7.101.210,35","26.081.680,00","27,23","Ver. Arabische Emirate","-","AED"
"002714","MUYUAN FOODS GROUP LTD A","Nichtzyklische Konsumgüter","Aktien","7.096.860,05","0,02","7.096.860,05","1.152.724,00","6,16","China","Shenzhen Stock Exchange","CNY"
"601857","PETROCHINA A","Energie","Aktien","7.052.440,26","0,02","7.052.440,26","4.452.600,00","1,58","China","Shanghai Stock Exchange","CNY"
"082740","HANWHA ENGINE LTD","Industrie","Aktien","7.048.560,78","0,02","7.048.560,78","183.748,00","38,36","Korea","Korea Exchange (Stock Market)","KRW"
"KALYANKJIL","KALYAN JEWELLERS INDIA","Zyklische Konsumgüter ","Aktien","7.043.231,50","0,02","7.043.231,50","1.162.112,00","6,06","Indien","National Stock Exchange Of India","INR"
"LREN3","LOJAS RENNER","Zyklische Konsumgüter ","Aktien","7.024.653,45","0,02","7.024.653,45","3.251.929,00","2,16","Brasilien","XBSP","BRL"
"066970","L&F LTD","Industrie","Aktien","7.007.634,57","0,02","7.007.634,57","86.991,00","80,56","Korea","Korea Exchange (Stock Market)","KRW"
"600176","CHINA JUSHI LTD A","Materialien","Aktien","7.012.087,51","0,02","7.012.087,51","997.159,00","7,03","China","Shanghai Stock Exchange","CNY"
"763","ZTE CORP H","IT","Aktien","7.003.560,14","0,02","7.003.560,14","2.448.640,00","2,86","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"001450","HYUNDAI MARINE & FIRE INSURANCE","Finanzwesen","Aktien","6.996.200,41","0,02","6.996.200,41","196.071,00","35,68","Korea","Korea Exchange (Stock Market)","KRW"
