Fondsposition per,"17.Sept.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"DATAPATTNS","DATA PATTERNS INDIA LTD","Industrie","Aktien","4.149.732,99","0,01","4.149.732,99","90.253,00","45,98","Indien","National Stock Exchange Of India","INR"
"ENDURANCE","ENDURANCE TECHNOLOGIES LTD","Zyklische Konsumgüter ","Aktien","4.144.848,72","0,01","4.144.848,72","147.780,00","28,05","Indien","National Stock Exchange Of India","INR"
"GCC*","GRUPO CEMENTOS","Materialien","Aktien","4.138.472,76","0,01","4.138.472,76","388.849,00","10,64","Mexiko","Bolsa Mexicana De Valores","MXN"
"440110","FADU","IT","Aktien","4.139.144,07","0,01","4.139.144,07","89.919,00","46,03","Korea","Korea Exchange (Kosdaq)","KRW"
"CPS","CYFROWY POLSAT SA","Kommunikation","Aktien","4.134.012,17","0,01","4.134.012,17","940.987,00","4,39","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"EQU","EQUITES PROP FUND LTD","Immobilien","Aktien","4.128.796,35","0,01","4.128.796,35","3.777.570,00","1,09","Südafrika","Johannesburg Stock Exchange","ZAR"
"1785","SOLAR APPLIED MATERIALS TECHNOLOGY","Materialien","Aktien","4.130.262,81","0,01","4.130.262,81","1.371.699,00","3,01","Taiwan","Gretai Securities Market","TWD"
"6789","VISERA TECHNOLOGIES","IT","Aktien","4.119.830,63","0,01","4.119.830,63","303.000,00","13,60","Taiwan","Taiwan Stock Exchange","TWD"
"600999","CHINA MERCHANTS SECURITIES LTD A","Finanzwesen","Aktien","4.120.205,26","0,01","4.120.205,26","1.600.578,00","2,57","China","Shanghai Stock Exchange","CNY"
"NATU3","NATURA SA","Nichtzyklische Konsumgüter","Aktien","4.121.083,69","0,01","4.121.083,69","2.666.579,00","1,55","Brasilien","XBSP","BRL"
"601169","BANK OF BEIJING LTD A","Finanzwesen","Aktien","4.117.234,63","0,01","4.117.234,63","4.983.043,00","0,83","China","Shanghai Stock Exchange","CNY"
"MDV","MODIVO SA","Zyklische Konsumgüter ","Aktien","4.106.429,76","0,01","4.106.429,76","180.080,00","22,80","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"6060","ZHONGAN ONLINE P & C INSURANCE COR","Finanzwesen","Aktien","4.076.270,25","0,01","4.076.270,25","3.230.403,00","1,26","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"067310","HANA MICRON INC","IT","Aktien","4.077.830,42","0,01","4.077.830,42","149.844,00","27,21","Korea","Korea Exchange (Kosdaq)","KRW"
"FIVESTAR","FIVE-STAR BUSINESS FINANCE LTD","Finanzwesen","Aktien","4.073.606,13","0,01","4.073.606,13","736.061,00","5,53","Indien","National Stock Exchange Of India","INR"
"MTH","MOTUS HOLD LTD SHS","Zyklische Konsumgüter ","Aktien","4.068.152,13","0,01","4.068.152,13","587.889,00","6,92","Südafrika","Johannesburg Stock Exchange","ZAR"
"HMPRO.R","HOME PRODUCT CENTER NON-VOTING DR","Zyklische Konsumgüter ","Aktien","4.068.840,46","0,01","4.068.840,46","21.724.353,00","0,19","Thailand","Stock Exchange Of Thailand","THB"
"INL","INVESTEC LTD","Finanzwesen","Aktien","4.069.935,64","0,01","4.069.935,64","469.558,00","8,67","Südafrika","Johannesburg Stock Exchange","ZAR"
"ANTHEM","ANTHEM BIOSCIENCES","Gesundheitsversorgung","Aktien","4.062.367,25","0,01","4.062.367,25","420.243,00","9,67","Indien","National Stock Exchange Of India","INR"
"600690","HAIER SMART HOME LTD A","Zyklische Konsumgüter ","Aktien","4.063.701,74","0,01","4.063.701,74","1.316.286,00","3,09","China","Shanghai Stock Exchange","CNY"
"1133","HARBIN ELECTRIC LTD H","Industrie","Aktien","4.044.192,64","0,01","4.044.192,64","2.268.000,00","1,78","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"631","SANY HEAVY EQUIPMENT INTERNATIONAL","Industrie","Aktien","4.037.677,81","0,01","4.037.677,81","3.674.966,00","1,10","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GLAND","GLAND PHARMA LTD","Gesundheitsversorgung","Aktien","4.031.351,19","0,01","4.031.351,19","133.007,00","30,31","Indien","National Stock Exchange Of India","INR"
"SISE.E","TURKIYE SISE VE CAM FABRIKALARI A","Industrie","Aktien","4.033.994,49","0,01","4.033.994,49","4.886.851,00","0,83","Türkei","Istanbul Stock Exchange","TRY"
"ANGELONE","ANGEL ONE LTD","Finanzwesen","Aktien","4.028.583,04","0,01","4.028.583,04","1.310.143,00","3,07","Indien","National Stock Exchange Of India","INR"
"BOLSAA","BOLSA MEXICANA DE VALORES","Finanzwesen","Aktien","4.029.748,91","0,01","4.029.748,91","1.811.932,00","2,22","Mexiko","Bolsa Mexicana De Valores","MXN"
"GGPS3","GPS PARTICIPACOES E EMPREENDIMENTO","Industrie","Aktien","4.013.270,00","0,01","4.013.270,00","1.610.633,00","2,49","Brasilien","XBSP","BRL"
"6584","NAN JUEN INTERNATIONAL","Industrie","Aktien","4.009.472,28","0,01","4.009.472,28","232.000,00","17,28","Taiwan","Gretai Securities Market","TWD"
"6282","ACBEL POLYTECH","Industrie","Aktien","4.006.115,81","0,01","4.006.115,81","2.987.719,00","1,34","Taiwan","Taiwan Stock Exchange","TWD"
"TRY","TRY CASH","Cash und/oder Derivate","Geldmarkt","3.998.947,20","0,01","3.998.947,20","194.647.755,00","2,05","Türkei","-","TRY"
"ATHM","AUTOHOME ADS REPRESENTING INC CLA","Kommunikation","Aktien","3.997.044,19","0,01","3.997.044,19","188.807,00","21,17","China","New York Stock Exchange Inc.","USD"
"TU.R","THAI UNION GROUP NON-VOTING DR","Nichtzyklische Konsumgüter","Aktien","3.992.575,37","0,01","3.992.575,37","10.170.400,00","0,39","Thailand","Stock Exchange Of Thailand","THB"
"600019","BAOSHAN IRON & STEEL LTD A","Materialien","Aktien","3.984.214,17","0,01","3.984.214,17","4.670.307,00","0,85","China","Shanghai Stock Exchange","CNY"
"KAJARIACER","KAJARIA CERAMICS LTD","Industrie","Aktien","3.980.109,20","0,01","3.980.109,20","313.705,00","12,69","Indien","National Stock Exchange Of India","INR"
"028670","PAN OCEAN LTD","Industrie","Aktien","3.974.303,77","0,01","3.974.303,77","933.860,00","4,26","Korea","Korea Exchange (Stock Market)","KRW"
"601668","CHINA STATE CONSTRUCTION ENGINEERI","Industrie","Aktien","3.962.244,76","0,01","3.962.244,76","6.221.745,00","0,64","China","Shanghai Stock Exchange","CNY"
"RIGD","RELIANCE INDUSTRIES GDR REPRESENTI 144A","Energie","Aktien","3.956.265,60","0,01","3.956.265,60","75.936,00","52,10","Indien","London Stock Exchange","USD"
"083650","BHI LTD","Industrie","Aktien","3.959.365,40","0,01","3.959.365,40","84.682,00","46,76","Korea","Korea Exchange (Kosdaq)","KRW"
"489790","HANWHA VISION","IT","Aktien","3.955.710,64","0,01","3.955.710,64","121.724,00","32,50","Korea","Korea Exchange (Stock Market)","KRW"
"603228","SHENZHEN KINWONG ELECTRONIC LTD A","IT","Aktien","3.948.040,86","0,01","3.948.040,86","253.900,00","15,55","China","Shanghai Stock Exchange","CNY"
"DANA","DANA GAS","Energie","Aktien","3.937.574,37","0,01","3.937.574,37","17.424.241,00","0,23","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"KPJ","KPJ HEALTHCARE","Gesundheitsversorgung","Aktien","3.928.106,12","0,01","3.928.106,12","6.265.100,00","0,63","Malaysia","Bursa Malaysia","MYR"
"6949","PELL BIO-MED TECHNOLOGY","Gesundheitsversorgung","Aktien","3.924.409,94","0,01","3.924.409,94","2.300.000,00","1,71","Taiwan","Taiwan Stock Exchange","TWD"
"2310","SAHARA INTERNATIONAL PETROCHEMICAL","Materialien","Aktien","3.907.778,61","0,01","3.907.778,61","1.196.379,00","3,27","Saudi-Arabien","Saudi Stock Exchange","SAR"
"600050","CHINA UNITED NETWORK COMMUNICATION","Kommunikation","Aktien","3.908.912,75","0,01","3.908.912,75","6.240.300,00","0,63","China","Shanghai Stock Exchange","CNY"
"2352","QISDA CORP","IT","Aktien","3.902.340,78","0,01","3.902.340,78","4.290.220,00","0,91","Taiwan","Taiwan Stock Exchange","TWD"
"SANSERA","SANSERA ENGINEERING","Zyklische Konsumgüter ","Aktien","3.904.287,64","0,01","3.904.287,64","93.234,00","41,88","Indien","National Stock Exchange Of India","INR"
"2026","PONY AI INC","IT","Aktien","3.898.940,81","0,01","3.898.940,81","579.900,00","6,72","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601009","BANK OF NANJING LTD A","Finanzwesen","Aktien","3.900.144,41","0,01","3.900.144,41","2.221.790,00","1,76","China","Shanghai Stock Exchange","CNY"
"TLEVISACPO","GRUPO TELEVISA","Kommunikation","Aktien","3.893.037,41","0,01","3.893.037,41","8.436.649,00","0,46","Mexiko","Bolsa Mexicana De Valores","MXN"
"BALRAMCHIN","BALRAMPUR CHINI MILLS LTD","Nichtzyklische Konsumgüter","Aktien","3.895.384,53","0,01","3.895.384,53","553.076,00","7,04","Indien","National Stock Exchange Of India","INR"
"552","CHINA COMMUNICATIONS SERVICES CORP","Industrie","Aktien","3.869.170,81","0,01","3.869.170,81","7.368.000,00","0,53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600926","BANK OF HANGZHOU A","Finanzwesen","Aktien","3.864.553,54","0,01","3.864.553,54","1.512.658,00","2,55","China","Shanghai Stock Exchange","CNY"
"6186","CHINA FEIHE LTD","Nichtzyklische Konsumgüter","Aktien","3.865.836,48","0,01","3.865.836,48","12.132.000,00","0,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KLCC","KLCC PROPERTY HOLDINGS STAPLED UNI","Immobilien","Aktien","3.859.527,45","0,01","3.859.527,45","1.841.700,00","2,10","Malaysia","Bursa Malaysia","MYR"
"SCGP.R","SCG PACKAGING PCL NON-VOTING DR","Materialien","Aktien","3.856.881,18","0,01","3.856.881,18","4.185.500,00","0,92","Thailand","Stock Exchange Of Thailand","THB"
"STARHEALTH","STAR HEALTH AND ALLIED INSURANCE C","Finanzwesen","Aktien","3.845.026,81","0,01","3.845.026,81","658.072,00","5,84","Indien","National Stock Exchange Of India","INR"
"BURSA","BURSA MALAYSIA","Finanzwesen","Aktien","3.841.568,07","0,01","3.841.568,07","1.951.250,00","1,97","Malaysia","Bursa Malaysia","MYR"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Materialien","Aktien","3.843.565,23","0,01","3.843.565,23","3.505.968,00","1,10","Mexiko","Bolsa Mexicana De Valores","MXN"
"TGA","THUNGELA RESOURCES","Energie","Aktien","3.838.921,90","0,01","3.838.921,90","488.384,00","7,86","Südafrika","Johannesburg Stock Exchange","ZAR"
"089030","TECHWING INC","IT","Aktien","3.833.255,46","0,01","3.833.255,46","115.386,00","33,22","Korea","Korea Exchange (Kosdaq)","KRW"
"CESC","CESC LTD","Versorger","Aktien","3.826.472,12","0,01","3.826.472,12","2.593.262,00","1,48","Indien","National Stock Exchange Of India","INR"
"QAMC","QATAR ALUMINIUM MANUFACTURING","Materialien","Aktien","3.827.192,49","0,01","3.827.192,49","9.932.151,00","0,39","Qatar","Qatar Exchange","QAR"
"1579","YIHAI INTERNATIONAL HOLDING","Nichtzyklische Konsumgüter","Aktien","3.829.236,99","0,01","3.829.236,99","2.196.115,00","1,74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"257720","SILICON2","Zyklische Konsumgüter ","Aktien","3.829.954,69","0,01","3.829.954,69","126.142,00","30,36","Korea","Korea Exchange (Kosdaq)","KRW"
"BRAP4","BRADESPAR PREF SA","Materialien","Aktien","3.823.597,60","0,01","3.823.597,60","923.150,00","4,14","Brasilien","XBSP","BRL"
"PPLPHARMA","PIRAMAL PHARMA LTD","Gesundheitsversorgung","Aktien","3.821.220,62","0,01","3.821.220,62","1.790.818,00","2,13","Indien","National Stock Exchange Of India","INR"
"3005","GETAC HOLDINGS CORP","IT","Aktien","3.815.823,73","0,01","3.815.823,73","1.031.000,00","3,70","Taiwan","Taiwan Stock Exchange","TWD"
"TKG","TELKOM SOC LTD SA","Kommunikation","Aktien","3.811.563,72","0,01","3.811.563,72","1.148.659,00","3,32","Südafrika","Johannesburg Stock Exchange","ZAR"
"600522","JIANGSU ZHONGTIAN TECHNOLOGY LTD A","Industrie","Aktien","3.803.446,97","0,01","3.803.446,97","700.800,00","5,43","China","Shanghai Stock Exchange","CNY"
"000977","INSPUR ELECTRONIC INFORMATION INDU","IT","Aktien","3.803.577,80","0,01","3.803.577,80","365.320,00","10,41","China","Shenzhen Stock Exchange","CNY"
"TRU","TRUWORTHS INTERNATIONAL","Zyklische Konsumgüter ","Aktien","3.780.816,80","0,01","3.780.816,80","1.432.668,00","2,64","Südafrika","Johannesburg Stock Exchange","ZAR"
"ABMB","ALLIANCE BANK MALAYSIA BHD","Finanzwesen","Aktien","3.783.170,38","0,01","3.783.170,38","3.197.364,00","1,18","Malaysia","Bursa Malaysia","MYR"
"2312","KINPO ELECTRONICS INC","IT","Aktien","3.777.464,13","0,01","3.777.464,13","3.885.000,00","0,97","Taiwan","Taiwan Stock Exchange","TWD"
"ALTIJARIA","COMMERCIAL REAL ESTATE","Immobilien","Aktien","3.777.464,37","0,01","3.777.464,37","6.196.649,00","0,61","Kuwait","Kuwait Stock Exchange","KWD"
"601995","CHINA INTERNATIONAL CAPITAL A","Finanzwesen","Aktien","3.779.495,21","0,01","3.779.495,21","796.903,00","4,74","China","Shanghai Stock Exchange","CNY"
"354","CHINASOFT INTERNATIONAL","IT","Aktien","3.771.203,15","0,01","3.771.203,15","8.062.000,00","0,47","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9933","CTCI","Industrie","Aktien","3.767.027,05","0,01","3.767.027,05","2.832.600,00","1,33","Taiwan","Taiwan Stock Exchange","TWD"
"000657","CHINA TUNGSTEN AND HIGHTECH MATERI","Materialien","Aktien","3.769.351,23","0,01","3.769.351,23","415.000,00","9,08","China","Shenzhen Stock Exchange","CNY"
"KTC.R","KRUNGTHAI CARD NON-VOTING DR PCL","Finanzwesen","Aktien","3.769.520,53","0,01","3.769.520,53","3.399.700,00","1,11","Thailand","Stock Exchange Of Thailand","THB"
"IIFL","IIFL FINANCE","Finanzwesen","Aktien","3.761.938,35","0,01","3.761.938,35","604.997,00","6,22","Indien","National Stock Exchange Of India","INR"
"8039","TAIFLEX SCIENTIFIC LTD","IT","Aktien","3.764.416,22","0,01","3.764.416,22","467.000,00","8,06","Taiwan","Taiwan Stock Exchange","TWD"
"600016","CHINA MINSHENG BANKING A","Finanzwesen","Aktien","3.758.071,29","0,01","3.758.071,29","7.097.991,00","0,53","China","Shanghai Stock Exchange","CNY"
"RAMCOCEM","THE RAMCO CEMENTS LTD","Materialien","Aktien","3.761.061,70","0,01","3.761.061,70","420.079,00","8,95","Indien","National Stock Exchange Of India","INR"
"TFG","THE FOSCHINI GROUP","Zyklische Konsumgüter ","Aktien","3.750.681,24","0,01","3.750.681,24","1.196.357,00","3,14","Südafrika","Johannesburg Stock Exchange","ZAR"
"NMDCENR","NMDC ENERGY","Energie","Aktien","3.744.644,56","0,01","3.744.644,56","4.775.527,00","0,78","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"7030","MOBILE TELECOMMUNICATIONS","Kommunikation","Aktien","3.746.618,25","0,01","3.746.618,25","1.392.104,00","2,69","Saudi-Arabien","Saudi Stock Exchange","SAR"
"SIMEPROP","SIME DARBY PROPERTY","Immobilien","Aktien","3.739.585,26","0,01","3.739.585,26","11.791.200,00","0,32","Malaysia","Bursa Malaysia","MYR"
"AGUAS.A","AGUAS ANDINAS SA","Versorger","Aktien","3.741.204,45","0,01","3.741.204,45","10.695.936,00","0,35","Chile","Santiago Stock Exchange","CLP"
"688361","SKYVERSE TECHNOLOGY LTD A","IT","Aktien","3.734.221,92","0,01","3.734.221,92","69.800,00","53,50","China","Shanghai Stock Exchange","CNY"
"000988","HUAGONG TECH A","IT","Aktien","3.723.203,57","0,01","3.723.203,57","236.000,00","15,78","China","Shenzhen Stock Exchange","CNY"
"JFC","JOLLIBEE FOODS","Zyklische Konsumgüter ","Aktien","3.724.526,18","0,01","3.724.526,18","1.657.150,00","2,25","Philippinen","Philippine Stock Exchange Inc.","PHP"
"1722","TAIWAN FERTILIZER","Materialien","Aktien","3.716.259,70","0,01","3.716.259,70","2.811.000,00","1,32","Taiwan","Taiwan Stock Exchange","TWD"
"1866","CHINA XLX FERTILISER LTD","Materialien","Aktien","3.713.003,72","0,01","3.713.003,72","2.864.398,00","1,30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SNT","SANTAM LTD","Finanzwesen","Aktien","3.698.959,89","0,01","3.698.959,89","146.763,00","25,20","Südafrika","Johannesburg Stock Exchange","ZAR"
"9896","MINISO GROUP HOLDING LTD","Zyklische Konsumgüter ","Aktien","3.700.511,24","0,01","3.700.511,24","1.667.600,00","2,22","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CMPC","EMPRESAS CMPC SA","Materialien","Aktien","3.696.459,09","0,01","3.696.459,09","3.699.356,00","1,00","Chile","Santiago Stock Exchange","CLP"
"000500","GAON CABLE LTD","Industrie","Aktien","3.691.665,76","0,01","3.691.665,76","19.580,00","188,54","Korea","Korea Exchange (Stock Market)","KRW"
"069960","HYUNDAI DEPARTMENT STORE LTD","Zyklische Konsumgüter ","Aktien","3.679.402,45","0,01","3.679.402,45","50.433,00","72,96","Korea","Korea Exchange (Stock Market)","KRW"
"ALPEKA","ALPEK SA DE CV","Materialien","Aktien","3.678.233,75","0,01","3.678.233,75","4.442.107,00","0,83","Mexiko","Bolsa Mexicana De Valores","MXN"
"SIB","SHARJAH ISLAMIC BANK","Finanzwesen","Aktien","3.672.745,81","0,01","3.672.745,81","4.481.543,00","0,82","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"CXSE3","CAIXA SEGURIDADE PARTICIPACOES SA","Finanzwesen","Aktien","3.662.214,23","0,01","3.662.214,23","919.485,00","3,98","Brasilien","XBSP","BRL"
"ENRG","ENERGI MEGA PERSADA","Energie","Aktien","3.636.911,50","0,01","3.636.911,50","49.251.000,00","0,07","Indonesien","Indonesia Stock Exchange","IDR"
"DHBK","DOHA BANK","Finanzwesen","Aktien","3.637.181,11","0,01","3.637.181,11","5.126.975,00","0,71","Qatar","Qatar Exchange","QAR"
"2096","SIMCERE PHARMACEUTICAL GROUP LTD","Gesundheitsversorgung","Aktien","3.628.510,07","0,01","3.628.510,07","2.526.000,00","1,44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000408","ZANGGE MINING LTD A","Materialien","Aktien","3.629.507,82","0,01","3.629.507,82","343.000,00","10,58","China","Shenzhen Stock Exchange","CNY"
"IGBREIT","IGB REITS UNITS TRUST","Immobilien","Aktien","3.626.716,76","0,01","3.626.716,76","5.386.200,00","0,67","Malaysia","Bursa Malaysia","MYR"
"JGS","JG SUMMIT HOLDINGS CLASS B","Industrie","Aktien","3.627.417,93","0,01","3.627.417,93","11.646.165,00","0,31","Philippinen","Philippine Stock Exchange Inc.","PHP"
"MRDIY","MR D.I.Y. GROUP (M)","Zyklische Konsumgüter ","Aktien","3.620.629,42","0,01","3.620.629,42","11.594.500,00","0,31","Malaysia","Bursa Malaysia","MYR"
"6116","HANNSTAR DISPLAY CORP","IT","Aktien","3.621.990,12","0,01","3.621.990,12","8.278.000,00","0,44","Taiwan","Taiwan Stock Exchange","TWD"
"TMGH","TALAAT MOUSTAFA GROUP","Immobilien","Aktien","3.622.788,84","0,01","3.622.788,84","1.969.466,00","1,84","Ägypten","Egyptian Exchange","EGP"
"3339","LONKING HOLDINGS LTD","Industrie","Aktien","3.618.133,22","0,01","3.618.133,22","8.563.079,00","0,42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"COGN3","COGNA EDUCACAO SA","Zyklische Konsumgüter ","Aktien","3.610.285,66","0,01","3.610.285,66","8.130.316,00","0,44","Brasilien","XBSP","BRL"
"2400","XD","Kommunikation","Aktien","3.599.871,01","0,01","3.599.871,01","757.600,00","4,75","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"357780","SOULBRAIN","Materialien","Aktien","3.603.239,24","0,01","3.603.239,24","15.109,00","238,48","Korea","Korea Exchange (Kosdaq)","KRW"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Gesundheitsversorgung","Aktien","3.595.294,72","0,01","3.595.294,72","8.926.400,00","0,40","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"JSE","JOHANNESBURG STOCK EXCHANGE LTD","Finanzwesen","Aktien","3.590.147,30","0,01","3.590.147,30","378.894,00","9,48","Südafrika","Johannesburg Stock Exchange","ZAR"
"005290","DONGJIN SEMICHEM LTD","Materialien","Aktien","3.581.580,72","0,01","3.581.580,72","120.990,00","29,60","Korea","Korea Exchange (Kosdaq)","KRW"
"097950","CJ CHEILJEDANG CORP","Nichtzyklische Konsumgüter","Aktien","3.585.580,72","0,01","3.585.580,72","28.084,00","127,67","Korea","Korea Exchange (Stock Market)","KRW"
"SAMMAANCAP","SAMMAAN CAPITAL LTD","Finanzwesen","Aktien","3.585.629,52","0,01","3.585.629,52","2.418.762,00","1,48","Indien","National Stock Exchange Of India","INR"
"8313","RASAN INFORMATION TECHNOLOGY","Finanzwesen","Aktien","3.578.960,42","0,01","3.578.960,42","91.334,00","39,19","Saudi-Arabien","Saudi Stock Exchange","SAR"
"139480","E-MART INC","Nichtzyklische Konsumgüter","Aktien","3.573.150,94","0,01","3.573.150,94","67.628,00","52,84","Korea","Korea Exchange (Stock Market)","KRW"
"2481","PAN JIT INTERNATIONAL INC","IT","Aktien","3.576.132,83","0,01","3.576.132,83","699.485,00","5,11","Taiwan","Taiwan Stock Exchange","TWD"
"601600","ALUMINUM CORPORATION OF CHINA LTD","Materialien","Aktien","3.569.925,91","0,01","3.569.925,91","2.613.139,00","1,37","China","Shanghai Stock Exchange","CNY"
"6290","LONGWELL","Industrie","Aktien","3.570.861,76","0,01","3.570.861,76","428.000,00","8,34","Taiwan","Gretai Securities Market","TWD"
"002648","SATELLITE CHEMICAL LTD A","Materialien","Aktien","3.564.047,52","0,01","3.564.047,52","907.249,00","3,93","China","Shenzhen Stock Exchange","CNY"
"AIIL","AUTHUM INVESTMENT AND INFRASTRUCTU","Finanzwesen","Aktien","3.566.408,06","0,01","3.566.408,06","648.999,00","5,50","Indien","National Stock Exchange Of India","INR"
"3042","TXC","IT","Aktien","3.560.762,17","0,01","3.560.762,17","636.000,00","5,60","Taiwan","Taiwan Stock Exchange","TWD"
"2838","UNION BANK OF TAIWAN","Finanzwesen","Aktien","3.562.220,85","0,01","3.562.220,85","5.209.748,00","0,68","Taiwan","Taiwan Stock Exchange","TWD"
"1908","C D INTERNATIONAL INVESTMENT GROUP","Immobilien","Aktien","3.550.979,21","0,01","3.550.979,21","2.357.000,00","1,51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6214","SYSTEX CORP","IT","Aktien","3.541.284,40","0,01","3.541.284,40","585.000,00","6,05","Taiwan","Taiwan Stock Exchange","TWD"
"2270","SAUDI DAIRY AND FOODSTUFF","Nichtzyklische Konsumgüter","Aktien","3.543.176,57","0,01","3.543.176,57","65.373,00","54,20","Saudi-Arabien","Saudi Stock Exchange","SAR"
"AEFES.E","ANADOLU EFES BIRACILIK VE MALT SAN","Nichtzyklische Konsumgüter","Aktien","3.536.376,90","0,01","3.536.376,90","9.021.607,00","0,39","Türkei","Istanbul Stock Exchange","TRY"
"601869","YANGTZE OPTICAL FIBRE AND CABLE JO","IT","Aktien","3.538.422,66","0,01","3.538.422,66","50.800,00","69,65","China","Shanghai Stock Exchange","CNY"
"301308","SHENZHEN LONGSYS ELECTRONICS A","IT","Aktien","3.534.362,39","0,01","3.534.362,39","70.721,00","49,98","China","Shenzhen Stock Exchange","CNY"
"TOPGLOV","TOP GLOVE CORPORATION","Gesundheitsversorgung","Aktien","3.527.267,02","0,01","3.527.267,02","18.186.500,00","0,19","Malaysia","Bursa Malaysia","MYR"
"KKP.R","KIATNAKIN PHATRA BANK NON-VOTING D","Finanzwesen","Aktien","3.530.098,89","0,01","3.530.098,89","998.300,00","3,54","Thailand","Stock Exchange Of Thailand","THB"
"AWL","AWL AGRI BUSINESS LTD","Nichtzyklische Konsumgüter","Aktien","3.521.718,46","0,01","3.521.718,46","1.835.823,00","1,92","Indien","National Stock Exchange Of India","INR"
"3583","SCIENTECH CORPORATION CORP","IT","Aktien","3.517.415,51","0,01","3.517.415,51","163.000,00","21,58","Taiwan","Taiwan Stock Exchange","TWD"
"IEYHO.E","ISSIKLAR ENERJI YAPI HOLDING A","Zyklische Konsumgüter ","Aktien","3.518.674,88","0,01","3.518.674,88","919.327,00","3,83","Türkei","Istanbul Stock Exchange","TRY"
"CPFE3","CPFL ENERGIA","Versorger","Aktien","3.507.608,75","0,01","3.507.608,75","400.463,00","8,76","Brasilien","XBSP","BRL"
"MSUMI","MOTHERSON SUMI WIRING INDIA LTD","Zyklische Konsumgüter ","Aktien","3.508.253,83","0,01","3.508.253,83","9.331.109,00","0,38","Indien","National Stock Exchange Of India","INR"
"OLAELEC","OLA ELECTRIC MOBILITY LTD","Zyklische Konsumgüter ","Aktien","3.510.989,49","0,01","3.510.989,49","9.155.628,00","0,38","Indien","National Stock Exchange Of India","INR"
"MGROS.E","MIGROS TICARET A","Nichtzyklische Konsumgüter","Aktien","3.502.589,66","0,01","3.502.589,66","325.048,00","10,78","Türkei","Istanbul Stock Exchange","TRY"
"2250","SAUDI INDUSTRIAL INVESTMENT GROUP","Materialien","Aktien","3.493.688,15","0,01","3.493.688,15","1.126.527,00","3,10","Saudi-Arabien","Saudi Stock Exchange","SAR"
"012750","S-1 CORP","Industrie","Aktien","3.495.759,42","0,01","3.495.759,42","57.499,00","60,80","Korea","Korea Exchange (Stock Market)","KRW"
"LHC","LIFE HEALTH","Gesundheitsversorgung","Aktien","3.496.759,06","0,01","3.496.759,06","4.740.294,00","0,74","Südafrika","Johannesburg Stock Exchange","ZAR"
"1314","CHINA PETROCHEMICAL DEVELOPMENT CO","Materialien","Aktien","3.484.133,90","0,01","3.484.133,90","12.397.645,00","0,28","Taiwan","Taiwan Stock Exchange","TWD"
"696","TRAVELSKY TECHNOLOGY LTD H","Zyklische Konsumgüter ","Aktien","3.485.393,82","0,01","3.485.393,82","3.154.000,00","1,11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1477","MAKALOT INDUSTRIAL","Zyklische Konsumgüter ","Aktien","3.487.612,83","0,01","3.487.612,83","573.164,00","6,08","Taiwan","Taiwan Stock Exchange","TWD"
"POONAWALLA","POONAWALLA FINCORP LTD","Finanzwesen","Aktien","3.479.569,89","0,01","3.479.569,89","771.306,00","4,51","Indien","National Stock Exchange Of India","INR"
"603268","GUANGDONG SONGFA CERAMICS LTD A","Zyklische Konsumgüter ","Aktien","3.480.402,68","0,01","3.480.402,68","120.600,00","28,86","China","Shanghai Stock Exchange","CNY"
"TATACHEM","TATA CHEMICALS LTD","Materialien","Aktien","3.483.636,51","0,01","3.483.636,51","428.861,00","8,12","Indien","National Stock Exchange Of India","INR"
"002602","ZHEJIANG CENTURY HUATONG GROUP LTD","Kommunikation","Aktien","3.477.022,52","0,01","3.477.022,52","1.603.400,00","2,17","China","Shenzhen Stock Exchange","CNY"
"BHW","BANK HANDLOWY W WARSZAWIE SA","Finanzwesen","Aktien","3.471.618,70","0,01","3.471.618,70","109.014,00","31,85","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
