Fondsposition per,"17.Sept.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"HM B","HENNES & MAURITZ","Zyklische Konsumgüter ","Aktien","5.356.568,69","0,05","5.356.568,69","367.588,00","14,57","Schweden","Nasdaq Omx Nordic","SEK"
"MRO","MELROSE INDUSTRIES PLC","Industrie","Aktien","5.352.826,18","0,05","5.352.826,18","947.638,00","5,65","Vereinigtes Königreich","London Stock Exchange","GBP"
"SUBC","SUBSEA","Energie","Aktien","5.310.793,63","0,05","5.310.793,63","173.806,00","30,56","Norwegen","Oslo Bors Asa","NOK"
"FRO","FRONTLINE PLC","Energie","Aktien","5.306.667,88","0,05","5.306.667,88","120.875,00","43,90","Norwegen","Oslo Bors Asa","NOK"
"KBX","KNORR BREMSE AG","Industrie","Aktien","5.270.096,30","0,05","5.270.096,30","49.859,00","105,70","Deutschland","Xetra","EUR"
"GAW","GAMES WORKSHOP GROUP PLC","Zyklische Konsumgüter ","Aktien","5.269.488,45","0,05","5.269.488,45","25.523,00","206,46","Vereinigtes Königreich","London Stock Exchange","GBP"
"SECU B","SECURITAS B","Industrie","Aktien","5.260.011,34","0,05","5.260.011,34","386.107,00","13,62","Schweden","Nasdaq Omx Nordic","SEK"
"FRES","FRESNILLO PLC","Materialien","Aktien","5.257.057,53","0,05","5.257.057,53","150.539,00","34,92","Vereinigtes Königreich","London Stock Exchange","GBP"
"BEI","BEIERSDORF AG","Nichtzyklische Konsumgüter","Aktien","5.241.093,76","0,05","5.241.093,76","69.844,00","75,04","Deutschland","Xetra","EUR"
"STJ","ST JAMESS PLACE PLC","Finanzwesen","Aktien","5.200.715,93","0,05","5.200.715,93","401.952,00","12,94","Vereinigtes Königreich","London Stock Exchange","GBP"
"KCR","KONECRANES","Industrie","Aktien","5.134.819,70","0,05","5.134.819,70","174.535,00","29,42","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"LIFCO B","LIFCO CLASS B","Industrie","Aktien","5.122.618,01","0,05","5.122.618,01","188.256,00","27,21","Schweden","Nasdaq Omx Nordic","SEK"
"DCC","DCC ENERGY PLC","Energie","Aktien","5.121.948,44","0,05","5.121.948,44","68.951,00","74,28","Vereinigtes Königreich","London Stock Exchange","GBP"
"ALSYDB","AL SYDBANK","Finanzwesen","Aktien","5.094.802,30","0,05","5.094.802,30","54.060,00","94,24","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"TRYG","TRYG","Finanzwesen","Aktien","5.036.659,84","0,05","5.036.659,84","244.326,00","20,61","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LPP","LPP SA","Zyklische Konsumgüter ","Aktien","5.018.438,92","0,05","5.018.438,92","977,00","5.136,59","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"ELI","ELIA GROUP SA","Versorger","Aktien","5.014.078,00","0,05","5.014.078,00","41.099,00","122,00","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"KGF","KINGFISHER PLC","Zyklische Konsumgüter ","Aktien","5.011.658,56","0,05","5.011.658,56","1.393.373,00","3,60","Vereinigtes Königreich","London Stock Exchange","GBP"
"SCA B","SVENSKA CELLULOSA B","Materialien","Aktien","4.996.357,25","0,05","4.996.357,25","465.565,00","10,73","Schweden","Nasdaq Omx Nordic","SEK"
"ORK","ORKLA","Nichtzyklische Konsumgüter","Aktien","4.942.295,05","0,05","4.942.295,05","583.451,00","8,47","Norwegen","Oslo Bors Asa","NOK"
"ICG","ICG PLC","Finanzwesen","Aktien","4.916.627,56","0,05","4.916.627,56","221.664,00","22,18","Vereinigtes Königreich","London Stock Exchange","GBP"
"ABVX","ABIVAX SA","Gesundheitsversorgung","Aktien","4.914.377,60","0,05","4.914.377,60","52.448,00","93,70","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"IDR","INDRA SISTEMAS SA","IT","Aktien","4.910.603,00","0,05","4.910.603,00","78.070,00","62,90","Spanien","Bolsa De Madrid","EUR"
"ABF","ASSOCIATED BRITISH FOODS PLC","Nichtzyklische Konsumgüter","Aktien","4.904.034,52","0,05","4.904.034,52","228.894,00","21,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"RILBA","RINGKJOBING LANDBOBANK","Finanzwesen","Aktien","4.892.276,48","0,05","4.892.276,48","19.715,00","248,15","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"STERV","STORA ENSO CLASS R","Materialien","Aktien","4.883.345,04","0,05","4.883.345,04","458.961,00","10,64","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"KESKOB","KESKO CLASS B","Nichtzyklische Konsumgüter","Aktien","4.823.019,04","0,05","4.823.019,04","213.976,00","22,54","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"ACKB","ACKERMANS & VAN HAAREN NV","Industrie","Aktien","4.807.604,00","0,05","4.807.604,00","17.546,00","274,00","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"JYSK","JYSKE BANK","Finanzwesen","Aktien","4.788.165,20","0,05","4.788.165,20","32.246,00","148,49","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SPX","SPIRAX GROUP PLC","Industrie","Aktien","4.777.154,59","0,05","4.777.154,59","58.958,00","81,03","Vereinigtes Königreich","London Stock Exchange","GBP"
"AED","AEDIFICA NV","Immobilien","Aktien","4.777.990,95","0,05","4.777.990,95","72.339,00","66,05","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"SSAB B","SSAB CLASS B","Materialien","Aktien","4.738.120,11","0,05","4.738.120,11","488.316,00","9,70","Schweden","Nasdaq Omx Nordic","SEK"
"SRT3","SARTORIUS PREF AG","Gesundheitsversorgung","Aktien","4.681.199,90","0,04","4.681.199,90","18.853,00","248,30","Deutschland","Xetra","EUR"
"BAB","BABCOCK INTERNATIONAL GROUP PLC","Industrie","Aktien","4.667.096,18","0,04","4.667.096,18","394.565,00","11,83","Vereinigtes Königreich","London Stock Exchange","GBP"
"ELISA","ELISA","Kommunikation","Aktien","4.615.803,50","0,04","4.615.803,50","119.891,00","38,50","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"RNO","RENAULT SA","Zyklische Konsumgüter ","Aktien","4.586.374,80","0,04","4.586.374,80","158.424,00","28,95","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SPM","SAIPEM","Energie","Aktien","4.521.394,51","0,04","4.521.394,51","1.043.479,00","4,33","Italien","Borsa Italiana","EUR"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gesundheitsversorgung","Aktien","4.476.417,75","0,04","4.476.417,75","84.861,00","52,75","Italien","Borsa Italiana","EUR"
"IPN","IPSEN SA","Gesundheitsversorgung","Aktien","4.468.032,40","0,04","4.468.032,40","28.678,00","155,80","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Materialien","Aktien","4.465.379,37","0,04","4.465.379,37","5.216,00","856,09","Schweiz","SIX Swiss Exchange","CHF"
"G24","SCOUT24 N","Kommunikation","Aktien","4.434.144,00","0,04","4.434.144,00","59.280,00","74,80","Deutschland","Xetra","EUR"
"INDT","INDUTRADE","Industrie","Aktien","4.412.246,72","0,04","4.412.246,72","200.757,00","21,98","Schweden","Nasdaq Omx Nordic","SEK"
"UHR","THE SWATCH GROUP AG","Zyklische Konsumgüter ","Aktien","4.383.670,09","0,04","4.383.670,09","23.400,00","187,34","Schweiz","SIX Swiss Exchange","CHF"
"AMUN","AMUNDI SA","Finanzwesen","Aktien","4.372.004,25","0,04","4.372.004,25","47.393,00","92,25","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ALO","ALSTOM SA","Industrie","Aktien","4.346.902,90","0,04","4.346.902,90","276.961,00","15,70","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Finanzwesen","Aktien","4.346.628,00","0,04","4.346.628,00","58.110,00","74,80","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"SYENS","SYENSQO NV","Materialien","Aktien","4.344.322,80","0,04","4.344.322,80","55.554,00","78,20","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"ISS","ISS A S","Industrie","Aktien","4.336.025,59","0,04","4.336.025,59","109.578,00","39,57","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"NEX","NEXANS SA","Industrie","Aktien","4.306.039,20","0,04","4.306.039,20","31.113,00","138,40","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BGEO","LION FINANCE GROUP PLC","Finanzwesen","Aktien","4.290.687,89","0,04","4.290.687,89","26.707,00","160,66","Vereinigtes Königreich","London Stock Exchange","GBP"
"IMCD","IMCD NV","Industrie","Aktien","4.284.053,88","0,04","4.284.053,88","44.878,00","95,46","Niederlande","Euronext Amsterdam","EUR"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gesundheitsversorgung","Aktien","4.280.470,80","0,04","4.280.470,80","21.828,00","196,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AM","DASSAULT AVIATION SA","Industrie","Aktien","4.272.243,80","0,04","4.272.243,80","14.641,00","291,80","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LAND","LAND SECURITIES GROUP REIT PLC","Immobilien","Aktien","4.270.175,36","0,04","4.270.175,36","576.198,00","7,41","Vereinigtes Königreich","London Stock Exchange","GBP"
"GET","GETLINK","Industrie","Aktien","4.242.948,64","0,04","4.242.948,64","227.626,00","18,64","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrie","Aktien","4.202.654,99","0,04","4.202.654,99","1.102.477,00","3,81","Schweden","Nasdaq Omx Nordic","SEK"
"BBY","BALFOUR BEATTY PLC","Industrie","Aktien","4.182.054,71","0,04","4.182.054,71","396.196,00","10,56","Vereinigtes Königreich","London Stock Exchange","GBP"
"IG","ITALGAS","Versorger","Aktien","4.137.288,00","0,04","4.137.288,00","490.200,00","8,44","Italien","Borsa Italiana","EUR"
"IGG","IG GROUP HOLDINGS PLC","Finanzwesen","Aktien","4.133.899,76","0,04","4.133.899,76","270.421,00","15,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"ANDR","ANDRITZ AG","Industrie","Aktien","4.105.324,30","0,04","4.105.324,30","48.469,00","84,70","Österreich","Wiener Boerse Ag","EUR"
"SAVE","NORDNET","Finanzwesen","Aktien","4.087.422,10","0,04","4.087.422,10","135.306,00","30,21","Schweden","Nasdaq Omx Nordic","SEK"
"VOE","VOESTALPINE AG","Materialien","Aktien","4.047.303,88","0,04","4.047.303,88","86.407,00","46,84","Österreich","Wiener Boerse Ag","EUR"
"ZAL","ZALANDO","Zyklische Konsumgüter ","Aktien","4.014.666,20","0,04","4.014.666,20","184.159,00","21,80","Deutschland","Xetra","EUR"
"MRL","MERLIN PROPERTIES REIT","Immobilien","Aktien","3.999.050,00","0,04","3.999.050,00","319.924,00","12,50","Spanien","Bolsa De Madrid","EUR"
"BTRW","BARRATT REDROW PLC","Zyklische Konsumgüter ","Aktien","3.990.367,46","0,04","3.990.367,46","1.092.131,00","3,65","Vereinigtes Königreich","London Stock Exchange","GBP"
"SQN","SWISSQUOTE GROUP HOLDING SA","Finanzwesen","Aktien","3.946.279,95","0,04","3.946.279,95","97.184,00","40,61","Schweiz","SIX Swiss Exchange","CHF"
"JMT","JERONIMO MARTINS SA","Nichtzyklische Konsumgüter","Aktien","3.934.786,38","0,04","3.934.786,38","217.873,00","18,06","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"GJF","GJENSIDIGE FORSIKRING","Finanzwesen","Aktien","3.929.385,12","0,04","3.929.385,12","151.836,00","25,88","Norwegen","Oslo Bors Asa","NOK"
"P911","DR ING HC F PORSCHE PRF AG","Zyklische Konsumgüter ","Aktien","3.919.497,66","0,04","3.919.497,66","82.377,00","47,58","Deutschland","Xetra","EUR"
"ANA","ACCIONA","Versorger","Aktien","3.905.415,60","0,04","3.905.415,60","18.758,00","208,20","Spanien","Bolsa De Madrid","EUR"
"SCR","SCOR","Finanzwesen","Aktien","3.904.968,60","0,04","3.904.968,60","119.418,00","32,70","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BMED","BANCA MEDIOLANUM","Finanzwesen","Aktien","3.904.062,29","0,04","3.904.062,29","166.769,00","23,41","Italien","Borsa Italiana","EUR"
"BEIJ B","BEIJER REF CLASS B","Industrie","Aktien","3.878.144,92","0,04","3.878.144,92","314.573,00","12,33","Schweden","Nasdaq Omx Nordic","SEK"
"LOTB","LOTUS BAKERIES NV","Nichtzyklische Konsumgüter","Aktien","3.876.880,00","0,04","3.876.880,00","322,00","12.040,00","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"CTEC","CONVATEC GROUP PLC","Gesundheitsversorgung","Aktien","3.836.232,82","0,04","3.836.232,82","1.509.597,00","2,54","Vereinigtes Königreich","London Stock Exchange","GBP"
"ABDN","ABERDEEN GROUP PLC","Finanzwesen","Aktien","3.834.599,42","0,04","3.834.599,42","1.358.556,00","2,82","Vereinigtes Königreich","London Stock Exchange","GBP"
"AUTO","AUTOTRADER GROUP PLC","Kommunikation","Aktien","3.818.017,55","0,04","3.818.017,55","661.093,00","5,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"SB1NO","SPAREBANK SR-NORGE","Finanzwesen","Aktien","3.818.060,55","0,04","3.818.060,55","180.786,00","21,12","Norwegen","Oslo Bors Asa","NOK"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Zyklische Konsumgüter ","Aktien","3.811.053,56","0,04","3.811.053,56","127.588,00","29,87","Deutschland","Xetra","EUR"
"NDX1","NORDEX","Industrie","Aktien","3.783.847,60","0,04","3.783.847,60","93.892,00","40,30","Deutschland","Xetra","EUR"
"EVK","EVONIK INDUSTRIES AG","Materialien","Aktien","3.775.356,00","0,04","3.775.356,00","215.120,00","17,55","Deutschland","Xetra","EUR"
"MSIFT","CASH COLLATERAL EUR MSIFT","Cash und/oder Derivate","Cash Collateral and Margins","3.770.000,00","0,04","3.770.000,00","3.770.000,00","100,00","Europäische Union","-","EUR"
"SBMO","SBM OFFSHORE","Energie","Aktien","3.764.764,02","0,04","3.764.764,02","102.359,00","36,78","Niederlande","Euronext Amsterdam","EUR"
"SW","SODEXO SA","Zyklische Konsumgüter ","Aktien","3.732.382,80","0,04","3.732.382,80","64.296,00","58,05","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BLND","BRITISH LAND REIT","Immobilien","Aktien","3.724.957,00","0,04","3.724.957,00","787.287,00","4,73","Vereinigtes Königreich","London Stock Exchange","GBP"
"TPRO","TECHNOPROBE SPA","IT","Aktien","3.667.592,88","0,03","3.667.592,88","126.556,00","28,98","Italien","Borsa Italiana","EUR"
"EMG","MAN GROUP PLC","Finanzwesen","Aktien","3.662.511,60","0,03","3.662.511,60","935.434,00","3,92","Vereinigtes Königreich","London Stock Exchange","GBP"
"LHA","DEUTSCHE LUFTHANSA AG","Industrie","Aktien","3.656.708,23","0,03","3.656.708,23","476.382,00","7,68","Deutschland","Xetra","EUR"
"HWDN","HOWDEN JOINERY GROUP PLC","Industrie","Aktien","3.652.912,06","0,03","3.652.912,06","412.644,00","8,85","Vereinigtes Königreich","London Stock Exchange","GBP"
"CRDA","CRODA INTERNATIONAL PLC","Materialien","Aktien","3.624.849,09","0,03","3.624.849,09","97.199,00","37,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"LMP","LONDONMETRIC PROPERTY REIT PLC","Immobilien","Aktien","3.608.754,44","0,03","3.608.754,44","1.718.881,00","2,10","Vereinigtes Königreich","London Stock Exchange","GBP"
"WDP","WAREHOUSES DE PAUW NV","Immobilien","Aktien","3.604.954,04","0,03","3.604.954,04","171.013,00","21,08","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"WPP","WPP PLC","Kommunikation","Aktien","3.599.909,93","0,03","3.599.909,93","796.474,00","4,52","Vereinigtes Königreich","London Stock Exchange","GBP"
"WTB","WHITBREAD PLC","Zyklische Konsumgüter ","Aktien","3.594.050,76","0,03","3.594.050,76","132.009,00","27,23","Vereinigtes Königreich","London Stock Exchange","GBP"
"UMI","UMICORE SA","Materialien","Aktien","3.546.250,20","0,03","3.546.250,20","159.741,00","22,20","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"GETI B","GETINGE B","Gesundheitsversorgung","Aktien","3.526.422,85","0,03","3.526.422,85","166.569,00","21,17","Schweden","Nasdaq Omx Nordic","SEK"
"HAG","HENSOLDT AG","Industrie","Aktien","3.491.793,68","0,03","3.491.793,68","44.951,00","77,68","Deutschland","Xetra","EUR"
"MBK","MBANK SA","Finanzwesen","Aktien","3.483.721,46","0,03","3.483.721,46","10.570,00","329,59","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"GALE","GALENICA AG","Gesundheitsversorgung","Aktien","3.480.600,65","0,03","3.480.600,65","39.725,00","87,62","Schweiz","SIX Swiss Exchange","CHF"
"NDA","AURUBIS AG","Materialien","Aktien","3.478.049,40","0,03","3.478.049,40","20.629,00","168,60","Deutschland","Xetra","EUR"
"RMV","RIGHTMOVE PLC","Kommunikation","Aktien","3.452.811,83","0,03","3.452.811,83","597.737,00","5,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"AZA","AVANZA BANK HOLDING","Finanzwesen","Aktien","3.449.348,84","0,03","3.449.348,84","99.695,00","34,60","Schweden","Nasdaq Omx Nordic","SEK"
"VAR","VAR ENERGI","Energie","Aktien","3.431.716,72","0,03","3.431.716,72","692.457,00","4,96","Norwegen","Oslo Bors Asa","NOK"
"ROR","ROTORK PLC","Industrie","Aktien","3.397.025,59","0,03","3.397.025,59","603.006,00","5,63","Vereinigtes Königreich","London Stock Exchange","GBP"
"RED","REDEIA CORPORACION SA","Versorger","Aktien","3.369.129,21","0,03","3.369.129,21","223.269,00","15,09","Spanien","Bolsa De Madrid","EUR"
"PSN","PERSIMMON PLC","Zyklische Konsumgüter ","Aktien","3.332.102,47","0,03","3.332.102,47","244.358,00","13,64","Vereinigtes Königreich","London Stock Exchange","GBP"
"AVOL","AVOLTA AG","Zyklische Konsumgüter ","Aktien","3.293.137,72","0,03","3.293.137,72","73.073,00","45,07","Schweiz","SIX Swiss Exchange","CHF"
"BRBY","BURBERRY GROUP PLC","Zyklische Konsumgüter ","Aktien","3.286.177,03","0,03","3.286.177,03","278.916,00","11,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"UNI","UNICAJA BANCO SA","Finanzwesen","Aktien","3.272.674,28","0,03","3.272.674,28","890.766,00","3,67","Spanien","Bolsa De Madrid","EUR"
"SOF","SOFINA SA","Finanzwesen","Aktien","3.273.379,20","0,03","3.273.379,20","13.104,00","249,80","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"ADEN","ADECCO GROUP AG","Industrie","Aktien","3.263.360,98","0,03","3.263.360,98","126.233,00","25,85","Schweiz","SIX Swiss Exchange","CHF"
"VALMT","VALMET CORP","Industrie","Aktien","3.260.853,96","0,03","3.260.853,96","114.738,00","28,42","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"GF","GEORG FISCHER AG","Industrie","Aktien","3.251.463,75","0,03","3.251.463,75","56.190,00","57,87","Schweiz","SIX Swiss Exchange","CHF"
"FHZN","FLUGHAFEN ZUERICH AG","Industrie","Aktien","3.232.095,65","0,03","3.232.095,65","15.154,00","213,28","Schweiz","SIX Swiss Exchange","CHF"
"INVP","INVESTEC PLC","Finanzwesen","Aktien","3.225.417,51","0,03","3.225.417,51","419.750,00","7,68","Vereinigtes Königreich","London Stock Exchange","GBP"
"AZM","AZIMUT HOLDING","Finanzwesen","Aktien","3.215.606,52","0,03","3.215.606,52","81.449,00","39,48","Italien","Borsa Italiana","EUR"
"CAST","CASTELLUM","Immobilien","Aktien","3.205.430,37","0,03","3.205.430,37","284.798,00","11,26","Schweden","Nasdaq Omx Nordic","SEK"
"SOI","SOITEC SA","IT","Aktien","3.201.003,00","0,03","3.201.003,00","22.590,00","141,70","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ATS","AT & S AUSTRIA TECHNOLOGIE & SYSTE","IT","Aktien","3.198.201,60","0,03","3.198.201,60","19.128,00","167,20","Österreich","Wiener Boerse Ag","EUR"
"VER","VERBUND AG","Versorger","Aktien","3.189.848,75","0,03","3.189.848,75","51.325,00","62,15","Österreich","Wiener Boerse Ag","EUR"
"MAP","MAPFRE SA","Finanzwesen","Aktien","3.185.924,03","0,03","3.185.924,03","700.511,00","4,55","Spanien","Bolsa De Madrid","EUR"
"BARN","BARRY CALLEBAUT AG","Nichtzyklische Konsumgüter","Aktien","3.185.184,74","0,03","3.185.184,74","2.686,00","1.185,85","Schweiz","SIX Swiss Exchange","CHF"
"LUND B","LUNDBERGFORETAGEN CLASS B","Finanzwesen","Aktien","3.180.161,63","0,03","3.180.161,63","60.876,00","52,24","Schweden","Nasdaq Omx Nordic","SEK"
"MYCR","MYCRONIC","IT","Aktien","3.163.222,03","0,03","3.163.222,03","112.154,00","28,20","Schweden","Nasdaq Omx Nordic","SEK"
"DIE","DIETEREN (D) SA","Zyklische Konsumgüter ","Aktien","3.161.431,20","0,03","3.161.431,20","18.553,00","170,40","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"ZEG","ZEGONA COMMUNICATIONS PLC","Kommunikation","Aktien","3.152.711,60","0,03","3.152.711,60","145.027,00","21,74","Vereinigtes Königreich","London Stock Exchange","GBP"
"AKE","ARKEMA SA","Materialien","Aktien","3.124.286,20","0,03","3.124.286,20","54.764,00","57,05","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ZAB","ZABKA GROUP SOCIETE ANONYME SA","Nichtzyklische Konsumgüter","Aktien","3.114.255,17","0,03","3.114.255,17","430.481,00","7,23","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"SECT B","SECTRA CLASS B","Gesundheitsversorgung","Aktien","3.100.641,72","0,03","3.100.641,72","115.990,00","26,73","Schweden","Nasdaq Omx Nordic","SEK"
"BCVN","BC VAUD N","Finanzwesen","Aktien","3.101.450,94","0,03","3.101.450,94","23.345,00","132,85","Schweiz","SIX Swiss Exchange","CHF"
"SIGN","SIG GROUP N AG","Materialien","Aktien","3.071.575,95","0,03","3.071.575,95","220.000,00","13,96","Schweiz","SIX Swiss Exchange","CHF"
"CCC","COMPUTACENTER PLC","IT","Aktien","3.069.404,02","0,03","3.069.404,02","49.077,00","62,54","Vereinigtes Königreich","London Stock Exchange","GBP"
"EDPR","EDP RENEWABLES SA","Versorger","Aktien","3.066.069,96","0,03","3.066.069,96","239.724,00","12,79","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"INPST","INPOST SA","Industrie","Aktien","3.047.068,12","0,03","3.047.068,12","195.827,00","15,56","Niederlande","Euronext Amsterdam","EUR"
"DNP","DINO POLSKA","Nichtzyklische Konsumgüter","Aktien","3.021.576,68","0,03","3.021.576,68","364.176,00","8,30","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"A2A","A2A","Versorger","Aktien","3.015.407,15","0,03","3.015.407,15","1.265.914,00","2,38","Italien","Borsa Italiana","EUR"
"NEM","NEMETSCHEK","IT","Aktien","3.004.493,55","0,03","3.004.493,55","48.973,00","61,35","Deutschland","Xetra","EUR"
"BKG","BERKELEY GROUP HOLDINGS (THE)","Zyklische Konsumgüter ","Aktien","3.003.758,68","0,03","3.003.758,68","76.901,00","39,06","Vereinigtes Königreich","London Stock Exchange","GBP"
"LEG","LEG IMMOBILIEN N","Immobilien","Aktien","3.002.059,80","0,03","3.002.059,80","63.738,00","47,10","Deutschland","Xetra","EUR"
"ELIS","ELIS SA","Industrie","Aktien","2.998.794,00","0,03","2.998.794,00","132.690,00","22,60","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AALB","AALBERTS","Industrie","Aktien","2.995.291,00","0,03","2.995.291,00","73.450,00","40,78","Niederlande","Euronext Amsterdam","EUR"
"AYV","AYVENS SA","Industrie","Aktien","2.990.492,16","0,03","2.990.492,16","281.856,00","10,61","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AIXA","AIXTRON","IT","Aktien","2.982.372,96","0,03","2.982.372,96","87.306,00","34,16","Deutschland","Xetra","EUR"
"SALM","SALMAR","Nichtzyklische Konsumgüter","Aktien","2.979.561,30","0,03","2.979.561,30","57.311,00","51,99","Norwegen","Oslo Bors Asa","NOK"
"TE","TECHNIP ENERGIES","Energie","Aktien","2.976.125,46","0,03","2.976.125,46","100.749,00","29,54","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ENG","ENAGAS SA","Versorger","Aktien","2.966.257,46","0,03","2.966.257,46","176.353,00","16,82","Spanien","Bolsa De Madrid","EUR"
"FLS","FLSMIDTH AND CO CLASS B","Industrie","Aktien","2.936.087,87","0,03","2.936.087,87","38.304,00","76,65","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"INCH","INCHCAPE PLC","Zyklische Konsumgüter ","Aktien","2.920.847,68","0,03","2.920.847,68","307.158,00","9,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"BGN","BANCA GENERALI","Finanzwesen","Aktien","2.901.294,00","0,03","2.901.294,00","43.959,00","66,00","Italien","Borsa Italiana","EUR"
"RS1","RS GROUP PLC","Industrie","Aktien","2.894.476,41","0,03","2.894.476,41","337.152,00","8,59","Vereinigtes Königreich","London Stock Exchange","GBP"
"TEMN","TEMENOS AG","IT","Aktien","2.893.253,65","0,03","2.893.253,65","40.797,00","70,92","Schweiz","SIX Swiss Exchange","CHF"
"RAND","RANDSTAD HOLDING","Industrie","Aktien","2.887.466,40","0,03","2.887.466,40","79.326,00","36,40","Niederlande","Euronext Amsterdam","EUR"
"MNDI","MONDI PLC","Materialien","Aktien","2.876.910,54","0,03","2.876.910,54","289.920,00","9,92","Vereinigtes Königreich","London Stock Exchange","GBP"
"VEND","VEND MARKETPLACES ASA","Kommunikation","Aktien","2.859.483,76","0,03","2.859.483,76","130.102,00","21,98","Norwegen","Oslo Bors Asa","NOK"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","2.849.103,16","0,03","2.849.103,16","71.183,00","40,03","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"BBOX","TRITAX BIG BOX REIT PLC","Immobilien","Aktien","2.843.867,66","0,03","2.843.867,66","1.642.937,00","1,73","Vereinigtes Königreich","London Stock Exchange","GBP"
"GFC","GECINA SA","Immobilien","Aktien","2.817.612,90","0,03","2.817.612,90","42.402,00","66,45","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TEP","TELEPERFORMANCE","Industrie","Aktien","2.802.139,16","0,03","2.802.139,16","40.042,00","69,98","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TUB","FINANCIERE DE TUBIZE SA","Gesundheitsversorgung","Aktien","2.798.976,00","0,03","2.798.976,00","15.760,00","177,60","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"LAGR B","LAGERCRANTZ GROUP CLASS B","IT","Aktien","2.792.737,43","0,03","2.792.737,43","144.043,00","19,39","Schweden","Nasdaq Omx Nordic","SEK"
"GL9","GLANBIA PLC","Nichtzyklische Konsumgüter","Aktien","2.790.797,90","0,03","2.790.797,90","140.030,00","19,93","Irland","Irish Stock Exchange - All Market","EUR"
"DRX","DRAX GROUP PLC","Versorger","Aktien","2.767.758,70","0,03","2.767.758,70","284.452,00","9,73","Vereinigtes Königreich","London Stock Exchange","GBP"
"CDR","CD PROJEKT RED","Kommunikation","Aktien","2.765.390,36","0,03","2.765.390,36","50.329,00","54,95","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
